#                           Boiler Efficiency Data File
#                           ===========================
#
#                           (C) Crown Copyright 2015
#
#
#     Boiler efficiency tests are subject to a degree of measurement uncertainty.
#     Consequently small differences in the efficiency values calculated from them
#     are not significant and should not be relied on when comparing boilers.
#     Statistical analysis suggests that if two boilers have SEDBUK values 3   
#     percentage points apart then there is 95% confidence that the boiler with the
#     higher value is more efficient.
#
#
#
# *** Please be aware that the revision numbers on the control lines may not always
# *** be 1 more than the last file you received. There may have been additional
# *** increments in between.
#
$001,386,2015,12,17
#
#
$191,291,25,2015,12,08
# Table 191 (Current fuel prices) follows ...
#
1,1,95,4.32,2015/Dec/08 14:40
1,2,70,8.15,2015/Dec/08 14:40
1,3,0,10.44,2015/Dec/08 14:40
2,4,0,5.06,2015/Dec/08 14:40
3,11,0,4.07,2015/Dec/08 14:40
3,15,0,4.09,2015/Dec/08 14:40
3,12,0,5.09,2015/Dec/08 14:40
3,20,0,4.65,2013/Dec/10 16:52
3,22,0,6.02,2015/Dec/08 14:40
3,23,0,5.48,2015/Dec/08 14:40
3,21,0,3.41,2015/Dec/08 14:40
3,10,0,4.42,2015/Dec/08 14:40
4,30,0,15.32,2015/Dec/08 14:40
4,32,10,18.15,2015/Dec/08 14:40
4,31,0,6.86,2015/Dec/08 14:40
4,34,9,17.43,2015/Dec/08 14:40
4,33,0,9.58,2015/Dec/08 14:40
4,35,43,9.04,2015/Dec/08 14:40
4,36,0,15.32,2015/Dec/08 14:40
5,47,95,5.27,2015/Dec/08 14:40
6,48,0,3.69,2015/Dec/08 14:40
#
# ... end of Table 191 Format 291
#
#
$301,207,57,2015,09,16
# Table 301 (Manufacturers) follows ...
#
017489,000035,Bosch Thermotechnology,Worcester,Greenstar,24i System ErP,41-406-31,2015,current,1,2,1,1,2,2,2,24,24,A,,90.1,2,,102,1,2,106,1.7,0,,,0,,,,,,,,2015/May/06 13:21
001691,000036,Yorkpark,Yorkpark,Microstar,40,MZ 20/40,1992,current,1,2,1,1,2,2,2,40,40,A,,90.1,2,,102,1,2,,,0,,0,0,,,,,,,,2012/Mar/27 10:12
010097,000041,Boulter Buderus,Boulter,Buderus,500 - 24S,87470222,2004,current,1,2,1,1,2,2,2,23,23,A,,90.1,2,,102,1,2,110,3,0,,0,0,,,,,,,,2012/Mar/27 10:12
009590,000041,Boulter Buderus,Boulter,Buderus,800/29,87470126,1999,current,1,2,1,1,2,2,2,29.9,29.9,A,,90.1,2,,102,1,2,130,8,0,,0,0,,,,,,,,2012/Mar/27 10:12
010077,000072,Gledhill Water Storage,Gledhill,GulfStream A-Class,12/SS,,2004,current,1,1,1,2,2,2,2,11.6,11.6,A,,90.1,2,,106,1,2,,,1,1,0,95,55,2,75,60,,,,2006/Jan/17 12:31
010078,000072,Gledhill Water Storage,Gledhill,GulfStream A-Class,12/OV,,2004,current,1,1,1,2,2,2,2,11.6,11.6,A,,90.1,2,,106,1,2,,,1,1,0,95,55,2,75,60,,,,2006/Jan/17 12:31
010509,000077,ICI Caldaie SPA,ICI Caldaie,Solar System C25,,,2005,current,1,2,1,1,2,2,2,24.4,24.4,A,,90.1,2,,104,1,2,150,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
010506,000077,ICI Caldaie SPA,ICI Caldaie,Solar C25,,,2005,current,1,2,1,2,2,2,2,24.4,24.4,A,,90.1,2,,104,1,2,150,0,0,,,0,,,,,,,,2005/Aug/31 10:32
016912,000080,Ariston Thermo UK,Ariston,Clas HE evo 30,,,2012,current,1,2,1,2,2,2,2,27.3,27.3,A,,90.1,2,,104,1,2,,,0,,,,,,,,1,0,,2013/Jan/30 09:30
016913,000080,Ariston Thermo UK,Ariston,Clas HE evo 38,,,2012,current,1,2,1,2,2,2,2,30.2,30.2,A,,90.1,2,,104,1,2,,,0,,,,,,,,1,0,,2013/Jan/30 09:33
016914,000080,Ariston Thermo UK,Ariston,E-System evo 24,,,2012,current,1,2,1,1,2,2,2,21.6,21.6,A,,90.1,2,,102,1,2,,,0,,,0,,,,,,,,2013/Jan/28 14:57
016910,000080,Ariston Thermo UK,Ariston,E-Combi evo 38,,,2012,current,1,2,1,2,2,2,2,30.2,30.2,A,,90.1,2,,104,1,2,,,0,,,,,,,,1,0,,2013/Jan/30 09:35
016917,000080,Ariston Thermo UK,Ariston,Clas HE System evo 24,,,2012,current,1,2,1,1,2,2,2,21.5,21.5,A,,90.1,2,,102,1,2,,,0,,,0,,,,,,,,2013/Jan/28 14:58
016909,000080,Ariston Thermo UK,Ariston,E-Combi evo 30,,,2012,current,1,2,1,2,2,2,2,27.3,27.3,A,,90.1,2,,104,1,2,,,0,,,,,,,,1,0,,2013/Jan/30 09:36
009610,000088,Radiant Bruciatori SpA,Radiant,RKR 25,,,2002,current,1,2,1,2,2,2,2,26.67,26.67,A,,90.1,2,,104,1,2,180,,0,,,0,,,,,,,,2006/Jan/17 12:31
015827,000088,Radiant Bruciatori SpA,Radiant,RKA 25/8,,,2008,current,1,2,1,2,2,2,2,24.60,24.60,A,,90.1,2,,104,1,2,170,5.4,0,,,13,,,,,,,,2008/Apr/18 11:36
016333,000097,Ferroli,Lamborghini Caloreclima,Extrema,38 C,,2009,current,1,2,1,2,2,2,2,31.4,31.4,A,,90.1,2,,104,1,2,150,3,0,,,0,,,,,0,,,2011/May/27 08:29
016331,000097,Ferroli,Lamborghini Caloreclima,Extrema,30 C,,2009,current,1,2,1,2,2,2,2,24.6,24.6,A,,90.1,2,,104,1,2,130,3,0,,,0,,,,,0,,,2011/May/27 08:29
010525,000206,Vaillant Group,Saunier Duval,SD Thema Condens F 24 E,,GC 47-920-48,2005,current,1,2,1,2,2,2,2,17.90,17.90,A,,90.1,2,,104,1,2,142,8,0,,,0,,,,,,,,2009/Mar/31 14:33
015022,000207,Vaillant Group,Glow-worm,Flexicom 30sx,,GC 41-047-76,2006,current,1,2,1,1,2,2,2,30.0,30.0,A,,90.1,2,,102,1,2,180,6,0,,0,0,,,,,,,,2012/Mar/27 10:12
017846,000208,Biasi (UK),Biasi,Advance Plus 25S ErP,,41-583-28,2015,current,1,2,1,1,2,2,2,24.4,24.4,A,,90.1,2,,102,1,2,102,8.6,0,,,0,,,,,,,,2015/Dec/11 09:27
016871,000208,Biasi UK,Biasi,Inovia,25S,41-583-26,2012,current,1,2,1,1,2,2,2,24.4,24.4,A,,90.1,2,,102,1,2,102,8.6,0,,,0,,,,,,,,2012/Jun/28 11:10
016861,000208,Biasi UK,Biasi,Advance Plus,25S,41-583-23,2012,current,1,2,1,1,2,2,2,24.4,24.4,A,,90.1,2,,102,1,2,102,8.6,0,,,0,,,,,,,,2012/Jun/28 11:09
017852,000208,Biasi (UK),Biasi,Inovia 25S ErP,,41-583-30,2015,current,1,2,1,1,2,2,2,24.4,24.4,A,,90.1,2,,102,1,2,102,8.6,0,,,0,,,,,,,,2015/Dec/11 09:29
016791,000208,Biasi UK,Biasi,Activ A Plus,25S,41-583-21,2011,current,1,2,1,1,2,2,2,19.5,19.5,A,,90.1,2,,102,1,2,102,8.6,0,,,0,,,,,,,,2012/May/15 08:29
016475,000208,Biasi,Biasi,Activ A,12OV,41-583-14,2010,current,1,2,1,1,2,2,2,11.8,11.8,A,,90.1,2,,102,1,2,121,5.4,0,,,0,,,,,,,,2012/Jun/28 11:09
015379,000208,Halstead Boilers,Biasi,Riva 30 OV,,47-260-10,2006,current,1,2,1,1,2,2,2,30,30,A,,90.1,2,,102,1,2,50,5,0,,,0,,,,,,,,2012/Mar/27 10:12
010251,000212,Geminox,Geminox,THI 5-25 C DC,,,2004,current,1,2,1,1,2,3,2,23.9,23.9,A,,90.1,2,,102,1,2,65,9.2,0,,0,0,,,,,,,,2012/Mar/27 10:12
009798,000212,Geminox,Geminox,THI 5-25 C,,,2004,current,1,2,1,1,2,3,2,23.9,23.9,A,,90.1,2,,102,1,2,23,9.2,0,,0,0,,,,,,,,2012/Mar/27 10:12
009800,000212,Geminox,Geminox,THI 0.9-9 C,,,2003,current,1,2,1,1,2,3,2,9.1,9.1,A,,90.1,2,,102,1,2,23,9.2,0,,0,0,,,,,,,,2012/Mar/27 10:12
009799,000212,Geminox,Geminox,THI 2-13 C,,,2003,current,1,2,1,1,2,3,2,13.5,13.5,A,,90.1,2,,102,1,2,23,9.2,0,,0,0,,,,,,,,2012/Mar/27 10:12
016748,000213,Fonderie Sime SpA,Sime,Murelle Equipe,50BOX,,2011,current,1,2,2,1,2,2,2,46.7,46.7,A,,90.1,2,,102,1,2,180,4.4,0,,,0,,,,,,,,2015/Oct/08 12:07
017360,000213,Fonderie Sime SpA,Sime,Murelle Pro HE,35 R IE,,2014,current,1,2,1,1,2,2,2,34.1,34.1,A,,90.1,2,,102,1,2,135,,0,,,0,,,,,,,,2015/Oct/08 10:42
010102,000213,Fonderie Sime SpA,Fonderie Sime SpA,Format System 25 HE,,,2004,current,1,2,1,1,2,3,2,22.7,22.7,A,,90.1,2,,102,1,2,50,10,0,,0,0,,,,,,,,2013/Jun/25 14:12
016378,000213,Fonderie Sime SpA,Sime,Format DGT HE,20 System,,2009,current,1,2,1,1,2,3,2,19.5,19.5,A,,90.1,2,,102,1,2,125,8,0,,,0,,,,,,,,2015/Oct/08 10:32
016818,000213,Fonderie Sime SpA,Sime,Murelle HE,35 R M,,2011,current,1,2,1,1,2,2,2,33.8,33.8,A,,90.1,2,,102,1,2,105,4.6,0,,,0,,,,,,,,2015/Oct/08 10:41
016752,000213,Fonderie Sime SpA,Sime,Murelle HE,35R,,2011,current,1,2,1,1,2,2,2,33.8,33.8,A,,90.1,2,,102,1,2,105,4.6,0,,,0,,,,,,,,2015/Oct/08 10:44
016762,000213,Fonderie Sime SpA,Sime,Murelle HM,30,,2011,current,1,2,1,2,2,2,2,28.8,28.8,A,,90.1,2,,104,1,2,90,3.4,0,,,,,,,,,,,2015/Oct/08 10:41
009655,000221,Sile SpA,Sile SpA,Condensa 23 R,,,2002,current,1,2,1,2,2,2,2,22,22,A,,90.1,2,,104,1,2,175,0,0,,,0,,,,,,,,2008/Sep/29 16:01
015712,000227,ATAG Verwarming Nederland BV,ATAG,Q38SC,,GC No. 41-310-09,2007,current,1,1,1,1,2,3,2,33.3,33.3,A,,90.1,2,,102,1,2,,,0,,,0,,,,,,,,2013/Oct/23 12:58
015278,000227,ATAG Verwarming Nederland BV,ATAG,E22S,,,2007,current,1,2,1,1,2,3,2,19.3,19.3,A,,90.1,2,,102,1,2,122,,0,,,0,,,,,,,,2013/Oct/23 12:57
009663,000227,ATAG Verwarming Nederland bv,ATAG,Blauwe Engel,SHR 51 L,,1996,current,1,2,1,1,2,2,2,48.7,48.7,A,,90.1,2,,102,1,2,,,0,,0,0,,,,,,,,2012/Mar/27 10:12
009664,000227,ATAG Verwarming Nederland bv,ATAG,Blauwe Engel,SHR 51 TL,,1996,current,1,2,1,1,2,2,2,48.7,48.7,A,,90.1,2,,102,1,2,,,0,,0,0,,,,,,,,2012/Mar/27 10:12
015039,000227,ATAG Verwarming Nederland BV,ATAG,Q38S,,,2006,current,1,2,1,1,2,3,2,33.3,33.3,A,,90.1,2,,102,1,2,,,0,,,0,,,,,,,,2013/Oct/23 12:57
015040,000227,ATAG Verwarming Nederland BV,ATAG,Q51S,,,2006,current,1,2,1,1,2,3,2,44.7,44.7,A,,90.1,2,,102,1,2,,,0,,,0,,,,,,,,2013/Oct/23 12:57
015041,000227,ATAG Verwarming Nederland BV,ATAG,Q60S,,,2006,current,1,2,1,1,2,3,2,52.5,52.5,A,,90.1,2,,102,1,2,,,0,,,0,,,,,,,,2013/Oct/23 12:57
015277,000227,ATAG Verwarming Nederland BV,ATAG,E32C,,,2007,current,1,2,1,2,2,3,2,28.2,28.2,A,,90.1,2,,104,1,2,145,,0,,,0,,,,,,,,2013/Oct/23 12:57
009886,000236,Stokvis Energy Systems,Econoflame,Econoflame R30/65,,,2003,current,1,2,1,1,2,3,2,65,65,A,,90.1,2,,102,1,2,98,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
010568,000239,Johnson & Starley,Johnson & Starley,Reno,HE31H,4141606,2005,current,1,2,1,1,2,2,2,30.0,30.0,A,,90.1,2,,102,1,2,95,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
010569,000239,Johnson & Starley,Johnson & Starley,Reno,HE31S,4141604,2005,current,1,2,1,1,2,2,2,30.0,30.0,A,,90.1,2,,102,1,2,145,0,0,,0,0,,,,,,,,2012/Mar/27 10:12
017052,000239,Johnson & Starley,Johnson & Starley,QuanTec,30C,,2013,current,1,2,1,2,2,2,2,23.4,23.4,A,,90.1,2,,104,1,2,,,0,,,,,,,,,,,2015/Sep/21 14:23
016213,000239,Johnson & Starley,Johnson & Starley,RenoXtra,30CA,,2008,current,1,2,1,2,2,2,2,24.8,24.8,A,,90.1,2,,104,1,2,170,4.59,0,,,,,,,,,,,2012/Feb/24 10:18
010376,000240,Wolf,Wolf,CGB-K-24,,8611313,2004,current,1,2,1,2,2,2,2,24.8,24.8,A,,90.1,2,,104,1,2,18,7,0,,,0,,,,,,,,2006/Mar/29 12:47
015303,000248,Emas Makina Sanayi AS,E.C.A.,Confeo Premix,CP 24 HST,,2006,current,1,2,1,1,2,3,2,24,24,A,,90.1,2,,102,1,2,115,4,0,,,0,,,,,,,,2012/Mar/27 10:12
015307,000248,Emas Makina Sanayi AS,E.C.A.,Confeo Premix,CP 30 HM,,2006,current,1,2,1,2,2,2,2,27.3,27.3,A,,90.1,2,,104,1,2,134,5,0,,,0,,,,,1,1,0,2012/Jun/28 15:44
016899,000248,Emas Makina Sanayi,Morco,Morco 24 CPM,,,2012,current,1,2,1,2,2,2,2,22.2,22.2,A,,90.1,2,,104,1,2,127,5,0,,,0,,,,,1,1,,2012/Jul/05 08:34
015294,000248,Emas Makina Sanayi AS,E.C.A.,Confeo Premix,CP 24 HCH,,2006,current,1,2,1,1,2,3,2,24,24,A,,90.1,2,,102,1,2,115,4,0,,,0,,,,,,,,2012/Mar/27 10:12
016901,000248,Emas Makina Sanayi,Morco,Morco 30 CPM,,,2012,current,1,2,1,2,2,2,2,27.3,27.3,A,,90.1,2,,104,1,2,134,5,0,,,0,,,,,1,1,,2012/Jul/05 08:34
016469,000250,Fondital,Nova Florida,Pictor Condensing KRB 24 Line Tech,,,2007,current,1,2,1,1,2,3,2,23.1,23.1,A,,90.1,2,,102,1,2,155,10,0,,,0,,,,,,,,2012/Mar/27 10:12
016465,000250,Fondital,Nova Florida,Pictor Condensing KR 28 Line Tech,,,2007,current,1,2,1,1,2,3,2,25.55,25.55,A,,90.1,2,,102,1,2,155,10,0,,,0,,,,,,,,2012/Mar/27 10:12
016463,000250,Fondital,Nova Florida,Pictor Condensing KR 24 Line Tech,,,2006,current,1,2,1,1,2,3,2,23.1,23.1,A,,90.1,2,,102,1,2,155,10,0,,,0,,,,,,,,2012/Mar/27 10:12
015729,000250,Fondital SpA,Fondital,Tahiti Condensing KR 28 Line Tech,,,2007,current,1,2,1,1,2,3,2,25.55,25.55,A,,90.1,2,,102,1,2,155,10,0,,,0,,,,,,,,2012/Mar/27 10:12
016470,000250,Fondital,Nova Florida,Pictor Condensing KRB 28 Line Tech,,,2007,current,1,2,1,1,2,3,2,25.55,25.55,A,,90.1,2,,102,1,2,155,10,0,,,0,,,,,,,,2012/Mar/27 10:12
015733,000250,Fondital SpA,Fondital,Tahiti Condensing KC 32 Line Tech,,,2006,current,1,2,1,2,2,3,2,30.6,30.6,A,,90.1,2,,104,1,2,155,10,0,,,,,,,,,,,2008/Feb/29 10:31
015725,000250,Fondital SpA,Fondital,Tahiti Condensing KRB 24 Line Tech,,,2007,current,1,2,1,1,2,3,2,23.1,23.1,A,,90.1,2,,102,1,2,155,10,0,,,0,,,,,,,,2012/Mar/27 10:12
015723,000250,Fondital SpA,Fondital,Tahiti Condensing KRB 28 Line Tech,,,2007,current,1,2,1,1,2,3,2,25.55,25.55,A,,90.1,2,,102,1,2,155,10,0,,,0,,,,,,,,2012/Mar/27 10:12
016461,000250,Fondital,Nova Florida,Pictor Condensing KC 32 Line Tech,,,2006,current,1,2,1,2,2,3,2,30.6,30.6,A,,90.1,2,,104,1,2,155,10,0,,,,,,,,,,,2010/Sep/14 11:40
015731,000250,Fondital SpA,Fondital,Tahiti Condensing KR 24 Line Tech,,,2006,current,1,2,1,1,2,3,2,23.1,23.1,A,,90.1,2,,102,1,2,155,10,0,,,0,,,,,,,,2012/Mar/27 10:12
016155,000256,Intergas Heating Ltd,Intergas,Compact HRE 18 SB,,,2009,current,1,2,1,1,2,2,2,18.2,18.2,A,,90.1,2,,102,1,2,130,1.9,0,,,0,,,,,,,,2012/Mar/27 10:12
016135,000256,Intergas Heating Ltd,Intergas,Combi Compact HRE 28/24,,,2009,current,1,2,1,2,2,2,2,23.1,23.1,A,,90.1,2,,104,1,2,130,1.9,0,,,,,,,,,,,2014/Dec/01 15:18
016371,000256,Intergas Heating Ltd,Intergas,Compact HRE 18 OV,,,2009,current,1,2,1,1,2,2,2,18.2,18.2,A,,90.1,2,,102,1,2,130,1.9,0,,,0,,,,,,,,2014/Nov/24 13:35
017389,000256,Intergas Heating Ltd,Intergas,Combi Compact ECO RF 30,,,2013,current,1,2,1,2,2,2,2,23.1,23.1,A,,90.1,2,,104,1,2,80,2,0,,,,,,,,,,,2014/Nov/25 08:57
017843,000256,Intergas Heating Ltd,Intergas,Rapid 32,,,2015,current,1,2,1,2,2,2,2,31.9,31.9,A,,90.1,2,,104,1,2,80,1.9,0,,,,,,,,,,,2015/Dec/11 11:21
016308,000261,ARCA,ARCA,PIXELfast 25 FC Sun,,,2008,current,1,2,1,2,2,2,2,24.4,24.4,A,,90.1,2,,104,1,2,150,5,0,,,,,,,,,,,2010/Jan/28 12:29
016164,000261,ARCA,ARCA,Pixel 25 FC,,,2005,current,1,2,1,2,2,2,2,24.4,24.4,A,,90.1,2,,104,1,2,150,5,0,,,,,,,,,,,2009/Jul/30 14:30
016159,000261,ARCA,ARCA,Pixel 31 FC,,,2005,current,1,2,1,2,2,2,2,30.2,30.2,A,,90.1,2,,104,1,2,150,5,0,,,,,,,,,,,2009/Jul/30 14:29
016298,000261,ARCA,ARCA,PIXELfast 31 FC,,,2008,current,1,2,1,2,2,2,2,30.2,30.2,A,,90.1,2,,104,1,2,150,5,0,,,,,,,,,,,2010/Jan/28 12:31
016303,000261,ARCA,ARCA,PIXELfast 120/25 FC,,,2009,current,1,1,1,2,2,2,2,24.4,24.4,A,,90.1,2,,104,1,2,150,5,0,,,,,,,,,,,2010/Jan/28 12:30
016296,000261,ARCA,ARCA,PIXELfast 25 FC,,,2008,current,1,2,1,2,2,2,2,24.4,24.4,A,,90.1,2,,104,1,2,150,5,0,,,,,,,,,,,2010/Jan/28 12:31
016305,000261,ARCA,ARCA,PIXELfast 120/31 FC,,,2009,current,1,1,1,2,2,2,2,30.2,30.2,A,,90.1,2,,104,1,2,150,5,0,,,,,,,,,,,2010/Jan/28 12:30
016307,000261,ARCA,ARCA,PIXELfast 31 FC Sun,,,2005,current,1,2,1,2,2,2,2,30.2,30.2,A,,90.1,2,,104,1,2,150,5,0,,,,,,,,,,,2010/Jan/28 12:30
016318,000262,Termet,Termet,Windsor Plus,30,,2009,current,1,2,1,1,2,2,2,28.8,28.8,A,,90.1,2,,102,1,2,200,8,0,,,,,,,,,,,2012/Mar/27 10:12
016315,000262,Termet,Termet,Ecocondens Plus,50,,2009,current,1,2,1,1,2,2,2,45.3,45.3,A,,90.1,2,,102,1,2,200,8,0,,,0,,,,,,,,2012/Mar/27 10:12
016320,000262,Termet,Termet,Windsor Plus,50,,2009,current,1,2,1,1,2,2,2,45.3,45.3,A,,90.1,2,,102,1,2,200,8,0,,,0,,,,,,,,2012/Mar/27 10:12
016311,000262,Termet,Termet,Ecocondens Plus,25,,2009,current,1,2,1,1,2,2,2,22.9,22.9,A,,90.1,2,,102,1,2,200,8,0,,,0,,,,,,,,2012/Mar/27 10:12
016313,000262,Termet,Termet,Ecocondens Plus,30,,2009,current,1,2,1,1,2,2,2,28.8,28.8,A,,90.1,2,,102,1,2,200,8,0,,,0,,,,,,,,2012/Mar/27 10:12
016316,000262,Termet,Termet,Windsor Plus,25,,2009,current,1,2,1,1,2,2,2,22.9,22.9,A,,90.1,2,,102,1,2,200,8,0,,,0,,,,,,,,2012/Mar/27 10:12
016361,000263,Unical AG,Unical,Alkon 28 SC HE,,,2010,current,1,2,1,2,2,2,2,27.3,27.3,A,,90.1,2,,104,1,2,130,5,0,,,,,,,,,,,2010/May/27 11:11
016358,000263,Unical AG,Unical,Alkon C 24 HE,,,2010,current,1,2,1,2,2,2,2,23.3,23.3,A,,90.1,2,,104,1,2,132,5,0,,,,,,,,,,,2010/May/27 11:09
017424,000263,Unical AG,Unical,KON C 28 HE,,,2014,current,1,2,1,2,2,2,2,27.2,27.2,A,,90.1,2,,104,1,2,116,9,0,,,,,,,,,,,2015/Feb/24 10:55
016689,000263,Unical AG,Unical,Alkon C 28 HE,,41010159GB,2011,current,1,2,1,2,2,2,2,27.3,27.3,A,,90.1,2,,104,1,2,133,4,0,,,,,,,,,,,2011/Sep/28 09:21
016357,000263,Unical AG,Unical,Alkon C 18 HE,,,2010,current,1,2,1,2,2,2,2,17.7,17.7,A,,90.1,2,,104,1,2,132,5,0,,,,,,,,,,,2010/May/27 11:09
016831,000270,The White Boiler Company,The White Boiler Company,WH System 6-24 (T),,,2011,current,1,2,1,1,2,2,2,24.1,24.1,A,,90.1,2,,102,1,2,160,3,0,,,0,,,,,,,,2012/Apr/27 14:46
017367,000278,Daikin Europe NV,Daikin,EKOMBU28AAV1,,GC 47-464-06,2014,current,1,2,1,2,2,2,2,23.1,23.1,A,,90.1,2,,104,1,2,105,2,0,,,,,,,,1,1,,2014/Oct/14 14:08
017371,000278,Daikin Europe NV,Daikin,EKOMBGU28AAV1,,GC 47-464-03,2014,current,1,2,1,2,2,2,2,23.1,23.1,A,,90.1,2,,104,1,2,80,2,0,,,,,,,,1,1,,2014/Oct/14 14:07
017384,000001,Alpha Therm,Alpha,InTec2 25 X,,,2014,current,1,2,1,2,2,2,2,20.0,20.0,A,,90.0,2,,104,1,2,110,4.5,0,,,,,,,,,,,2015/Apr/13 09:31
016669,000001,Alpha Therm,Alpha,InTec 28X,,,2011,current,1,2,1,2,2,2,2,24,24,A,,90.0,2,,104,1,2,120,6,0,,,,,,,,,,,2011/Jul/28 11:08
017596,000001,Alpha Therm,Alpha,InTec2 30CE,,,2015,current,1,2,1,2,2,2,2,24,24,A,,90.0,2,,104,1,2,95,6,0,,,,,,,,,,,2015/May/05 09:33
017606,000001,Alpha Therm,Alpha,Eco2 Plus,,,2015,current,1,2,1,2,2,2,2,24.0,24.0,A,,90.0,2,,104,1,2,95,4.5,0,,,,,,,,,,,2015/Jun/03 16:10
017610,000001,Alpha Therm,Alpha,InTec2 25XE,,,2015,current,1,2,1,2,2,2,2,20.0,20.0,A,,90.0,2,,104,1,2,90,4.5,0,,,,,,,,,,,2015/Jul/06 13:55
017382,000001,Alpha Therm,Alpha,Eco2,,,2014,current,1,2,1,2,2,2,2,24,24,A,,90.0,2,,104,1,2,115,4.5,0,,,,,,,,,,,2015/Apr/13 09:31
017612,000001,Alpha Therm,Alpha,InTec2 28XE,,,2015,current,1,2,1,2,2,2,2,24.0,24.0,A,,90.0,2,,104,1,2,95,4.5,0,,,,,,,,,,,2015/Jul/06 14:01
016663,000001,Alpha Therm,Alpha,InTec 30C,,,2011,current,1,2,1,2,2,2,2,24.0,24.0,A,,90.0,2,,104,1,2,120,6,0,,,,,,,,,,,2011/Oct/28 08:07
017386,000001,Alpha Therm,Alpha,InTec2 28X,,,2014,current,1,2,1,2,2,2,2,24.0,24.0,A,,90.0,2,,104,1,2,115,4.5,0,,,,,,,,,,,2015/Apr/13 09:31
017598,000001,Alpha Therm,Alpha,InTec2 26CE,,,2015,current,1,2,1,2,2,2,2,20,20,A,,90.0,2,,104,1,2,90,6,0,,,,,,,,,,,2015/May/01 14:27
015901,000001,Alpha Therm,Alpha,CD 70 S,,,2008,current,1,2,1,1,2,3,2,67.9,67.9,A,,90.0,2,,102,1,2,270,2,0,,,0,,,,,,,,2012/Mar/27 10:12
017704,000005,Baxi Heating UK,Potterton,Titanium 40 Combi ErP,,GC No. 47-393-53,2015,current,1,2,1,2,2,2,2,32,32,A,,90.0,2,,104,1,2,125,5,0,,,,,,,,,,,2015/Sep/21 14:23
017673,000005,Baxi Heating UK,Baxi,EcoBlue Advance 25 Heat ErP,,41-470-37,2014,current,1,2,1,1,2,2,2,25,25,A,,90.0,2,,102,1,2,33,0,0,,,0,,,,,,,,2015/Aug/14 09:28
017677,000005,Baxi Heating UK,Baxi,MainEco 24 Heat ErP,,41-470-**,2014,current,1,2,1,1,2,2,2,25.0,25.0,A,,90.0,2,,102,1,2,33,3,0,,,0,,,,,,,,2015/Jul/20 10:42
017669,000005,Baxi Heating UK,Baxi,EcoBlue 24 Heat ErP,,41-470-33,2014,current,1,2,1,1,2,2,2,25,25,A,,90.0,2,,102,1,2,33,0,0,,,0,,,,,,,,2015/Aug/14 09:26
017664,000005,Baxi Heating UK,Baxi,Duo-tec 40 Combi ErP,,GC No. 47-077-03,2015,current,1,2,1,2,2,2,2,32,32,A,,90.0,2,,104,1,2,125,5,0,,,,,,,,,,,2015/Sep/21 14:23
017658,000005,Baxi Heating UK,Baxi,Platinum 40 Combi ErP,,GC No. 47-077-07,2015,current,1,2,1,2,2,2,2,32,32,A,,90.0,2,,104,1,2,125,5,0,,,,,,,,,,,2015/Sep/21 14:23
008271,000006,Remeha,Broag Remeha,Quinta,45,0063BL3253,2000,current,1,2,1,1,2,3,2,40,40,A,,90.0,2,,102,1,2,85,10,0,,0,0,,,,,,,,2012/Mar/27 10:12
016567,000006,Broag Remeha,Remeha,Quinta Pro 45,,,2010,current,1,2,1,1,2,3,2,40,40,A,,90.0,2,,102,1,2,68,5,0,,,0,,,,,,,,2012/Mar/27 10:12
015578,000011,Vokera,Vokera,Linea,36HE,47-094-91,2007,current,1,2,1,2,2,3,2,33.70,33.70,A,,90.0,2,,104,1,2,175,,0,,,,,,,,,,,2007/Oct/29 08:14
016746,000011,Vokera,Vokera,Mynute,35 HE,4109464,2006,current,1,2,1,1,2,3,2,33.67,33.67,A,,90.0,2,,102,1,2,165,,0,,,0,,,,,,,,2012/Mar/27 10:12
017311,000011,Vokera,Vokera,Unica,i36,4736416,2014,current,1,2,1,2,2,3,2,29.5,29.5,A,,90.0,2,,104,1,2,136,4.9,0,,,,,,,,,,,2014/Dec/17 13:59
017218,000011,Vokera,Sabre,25 HE Plus,,47 364 08,2010,current,1,2,1,2,2,3,2,19.5,19.5,A,,90.0,2,,104,1,2,123,4.5,0,,,,,,,,,,,2013/Dec/12 12:24
015077,000011,Vokera,Vokera,Mynute,HE,,2006,current,1,2,1,1,2,3,2,33.67,33.67,A,,90.0,2,,102,1,2,165,,0,,,0,,,,,,,,2012/Mar/27 10:12
017216,000011,Vokera,Vokera,Excel,25,47 364 12,2013,current,1,2,1,2,2,3,2,19.5,19.5,A,,90.0,2,,104,1,2,110,4.5,0,,,,,,,,,,,2015/Mar/04 16:44
004134,000014,Eco Hometec (UK),Eco Hometec (UK),EC23H,,,1995,current,1,2,1,1,2,2,2,23,23,A,,90.0,2,,102,1,2,60,,0,,0,0,,,,,,,,2012/Mar/27 10:12
004132,000014,Eco Hometec (UK),Eco Hometec (UK),EC23HS,,,1995,current,1,2,1,1,2,2,2,23,23,A,,90.0,2,,102,1,2,60,,0,,0,0,,,,,,,,2012/Mar/27 10:12
